Mailing ID,Mailing Name,Subject,Sender,Date Sent,Time Sent,List Size,# Of Opens,Open Rate Percent,# of Clicks,Click Rate Percent,Webform Unsubs,Unsubscribe Percent
258,EOY Rick -- DONORS / LOW,Keep our doors open to the world,The Metropolitan Museum of Art (development@metmuseum.org),12/12/12,7:47:25 AM,2230,400,0.179372197,12,0.005381166,4,0.001793722
259,EOY Rick -- DONORS / MED,Keep our doors open to the world,The Metropolitan Museum of Art (development@metmuseum.org),12/12/12,7:46:53 AM,641,128,0.199687988,4,0.00624025,3,0.004680187
276,EOY Rick -- MYMET v2,Keep our doors open to the world,The Metropolitan Museum of Art (development@metmuseum.org),12/12/12,7:44:52 AM,104918,22372,0.213233192,638,0.006080939,174,0.001658438
257,EOY Rick -- COMPS / HIGH,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/12/12,7:44:31 AM,398,133,0.334170854,1,0.002512563,0,0
275,EOY Rick -- LAPSED / LOW v2,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/12/12,7:42:38 AM,102915,12724,0.12363601,414,0.004022737,236,0.002293155
274,EOY Rick -- MEMBERS / MED v2,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/12/12,7:38:38 AM,22493,6432,0.285955631,108,0.004801494,19,0.000844707
273,EOY Rick -- MEMBERS / LOW v2,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/12/12,7:38:28 AM,67006,18655,0.278407904,426,0.00635764,81,0.001208847
272,EOY Rick -- MEMBERS / HIGH v2,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/12/12,7:32:08 AM,1181,390,0.33022862,6,0.00508044,0,0
271,EOY Rick -- LAPSED / MED v2,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/12/12,7:32:01 AM,4340,672,0.15483871,19,0.00437788,7,0.001612903
270,EOY Rick -- DONORS / HIGH v2,Keep our doors open to the world,The Metropolitan Museum of Art (development@metmuseum.org),12/12/12,7:28:55 AM,2034,358,0.176007866,6,0.002949853,5,0.00245821
269,EOY Rick -- COMPS / MED v2,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/12/12,7:27:14 AM,13,7,0.538461538,0,0,0,0
268,EOY Rick -- COMPS / LOW v2,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/12/12,7:26:58 AM,32,8,0.25,1,0.03125,0,0
261,EOY Rick -- LAPSED / HIGH,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/12/12,7:03:09 AM,1661,262,0.157736303,6,0.003612282,4,0.002408188
267,EOY RICK -- MET STAFF,Keep our doors open to the world,The Metropolitan Museum of Art (development@metmuseum.org),12/12/12,7:00:51 AM,14,9,0.642857143,1,0.071428571,0,0
260,EOY Rick -- COMPS / LOW,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/11/12,5:30:05 PM,32,0,0,0,0,0,0
256,EOY Rick -- COMPS / MED,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/11/12,5:29:56 PM,13,0,0,0,0,0,0
254,EOY Rick -- DONORS / HIGH,Keep our doors open to the world,The Metropolitan Museum of Art (development@metmuseum.org),12/11/12,5:29:40 PM,2034,0,0,0,0,0,0
263,EOY Rick -- LAPSED / LOW,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/11/12,5:29:02 PM,102917,0,0,0,0,0,0
262,EOY Rick -- LAPSED / MED,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/11/12,5:28:24 PM,4340,0,0,0,0,0,0
264,EOY Rick -- MEMBERS / HIGH,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/11/12,5:28:14 PM,1244,0,0,0,0,0,0
266,EOY Rick -- MEMBERS / LOW,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/11/12,5:27:42 PM,71414,0,0,0,0,0,0
265,EOY Rick -- MEMBERS / MED,Keep our doors open to the world,The Metropolitan Museum of Art (membership@metmuseum.org),12/11/12,5:27:31 PM,23898,0,0,0,0,0,0
255,EOY Rick -- MYMET,Keep our doors open to the world,The Metropolitan Museum of Art (development@metmuseum.org),12/11/12,5:27:10 PM,104935,0,0,0,0,0,0
247,November Development Newsletter,Met Highlights: November 2012 News at the Museum,The Metropolitan Museum of Art (development@metmuseum.org),11/27/12,3:22:44 PM,5886,1290,0.219164118,125,0.021236833,15,0.00254842
251,2012 11 23 Black Friday - Registrants,A message of thanks from the Met,The Metropolitan Museum of Art (development@metmuseum.org),11/23/12,9:12:42 AM,106702,24875,0.233125902,969,0.009081367,204,0.001911867
250,2012 11 23 Black Friday - Donors,A message of thanks from the Met,The Metropolitan Museum of Art (development@metmuseum.org),11/23/12,9:06:54 AM,5349,966,0.180594504,45,0.008412787,28,0.005234623
249,2012 11 23 Black Friday - Lapsed,A message of thanks from the Met,The Metropolitan Museum of Art (membership@metmuseum.org),11/23/12,9:00:43 AM,187514,25021,0.13343537,1111,0.005924891,557,0.002970445
252,2012 11 23 Black Friday - Comps,A message of thanks from the Met,The Metropolitan Museum of Art (membership@metmuseum.org),11/23/12,8:51:40 AM,443,160,0.361173815,3,0.006772009,0,0
248,2012 11 19 Black Friday - Members,A message of thanks from the Met,The Metropolitan Museum of Art (membership@metmuseum.org),11/23/12,8:47:24 AM,109598,30246,0.275972189,749,0.006834066,122,0.001113159
246,Membership Gift 2012,Looking for the perfect holiday gift?,The Metropolitan Museum of Art (membership@metmuseum.org),11/20/12,9:32:47 AM,410393,70677,0.17221785,3020,0.0073588,998,0.002431815
245,Sandy Sympathy Message,A message to our Members and Friends,The Metropolitan Museum of Art (membership@metmuseum.org),11/2/12,4:52:29 PM,221202,64360,0.290955778,901,0.0040732,186,0.00084086
243,Met Highlights: October 2012 News at the Museum,Met Highlights: October 2012 News at the Museum,The Metropolitan Museum of Art (development@metmuseum.org),10/26/12,4:09:39 PM,5996,1278,0.213142095,89,0.014843229,9,0.001501001
242,Concerts &amp; Lectures,Fine Tune Your Estate Plan,The Metropolitan Museum of Art (development@metmuseum.org),10/25/12,1:11:42 PM,16697,3385,0.20273103,210,0.01257711,118,0.007067138
240,2012 10 08 Planned Giving,Stepping Up Your Financial Planning,The Metropolitan Museum of Art (development@metmuseum.org),10/8/12,11:17:58 AM,80014,16369,0.204576699,332,0.004149274,103,0.001287275
241,2012 10 06 Warhol Kicker -- SEED LIST,What did you think of &quot;Regarding Warhol&quot;?,The Metropolitan Museum of Art (membership@metmuseum.org),10/6/12,9:16:19 AM,3,3,1,0,0,0,0
238,2012 10 06 Warhol Kicker -- NON-MEMBERS,What did you think of &quot;Regarding Warhol&quot;?,The Metropolitan Museum of Art (membership@metmuseum.org),10/6/12,9:14:18 AM,233283,42334,0.181470574,2947,0.012632725,301,0.001290278
237,2012 10 06 Warhol Kicker -- MEMBERS,What did you think of &quot;Regarding Warhol&quot;?,The Metropolitan Museum of Art (membership@metmuseum.org),10/6/12,9:11:37 AM,91298,26590,0.291244058,1538,0.016845933,53,0.000580517
236,September Donor Newsletter,Met Highlights: Fall News at the Museum,The Metropolitan Museum of Art (development@metmuseum.org),9/28/12,11:54:01 AM,6033,1362,0.225758329,91,0.015083706,22,0.00364661
233,2012 06 29 Final Appeal - Members,One More Day,The Metropolitan Museum of Art (membership@metmuseum.org),6/29/12,11:53:47 AM,78989,29936,0.37898948,1526,0.019319146,87,0.001101419
232,2012 06 29 Final Appeal - Registrants,One More Day,The Metropolitan Museum of Art (development@metmuseum.org),6/29/12,11:40:24 AM,84178,25259,0.300066526,1849,0.021965359,320,0.003801468
231,2012 06 29 Final Appeal - Lapsed Members,One More Day,The Metropolitan Museum of Art (development@metmuseum.org),6/29/12,11:34:20 AM,83501,17871,0.214021389,1081,0.012945953,201,0.002407157
234,2012 06 29 Final Appeal - Donors,One More Day,The Metropolitan Museum of Art (development@metmuseum.org),6/29/12,11:30:08 AM,3889,1016,0.261249679,52,0.013371047,19,0.004885575
235,mobile redirect test,TEST - One More Day,"Membership Department, Metropolitan Museum (membership@metmuseum.org)",6/29/12,9:57:26 AM,6,5,0.833333333,4,0.666666667,0,0
229,Annual Appeal: Registrants ,Where's Washington?,The Metropolitan Museum of Art (development@metmuseum.org),6/13/12,10:59:49 AM,106054,27957,0.263610991,1319,0.01243706,369,0.00347936
230,Annual Appeal: Lapsed,Where's Washington?,The Metropolitan Museum of Art (development@metmuseum.org),6/13/12,10:47:58 AM,104678,18987,0.181384818,805,0.00769025,230,0.002197214
228,Annual Appeal: Donors,Do you know how important you are?,The Metropolitan Museum of Art (development@metmuseum.org),6/13/12,10:30:15 AM,4895,992,0.202655771,57,0.011644535,23,0.004698672
227,Annual Appeal: Members,Where's Washington?,The Metropolitan Museum of Art (membership@metmuseum.org),6/13/12,10:24:44 AM,99182,32746,0.330160715,1114,0.011231877,97,0.000978
225,2012 05 31_YMP 2012 Invite,Young Members Party 2012,The Metropolitan Museum of Art (membership@metmuseum.org),6/1/12,2:08:49 PM,60434,18578,0.307409736,1610,0.026640633,42,0.000694973
223,"2012 04 19_Schia Prada_1B,2B_Morning Send",You're Invited: Previews for &quot;Schiaparelli and Prada&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),4/19/12,9:05:56 AM,70809,23608,0.333403946,1346,0.019008883,32,0.00045192
218,"2012 04 17_Schia Prada_1B,2B",You're Invited: Previews for &quot;Schiaparelli and Prada&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),4/18/12,3:44:01 PM,70809,0,0,0,0,0,0
220,2012 04 17_Schia Prada_4 Donors,It's almost here: &quot;Schiaparelli and Prada&quot; at the Met ,The Metropolitan Museum of Art (membership@metmuseum.org),4/18/12,1:58:17 PM,4260,781,0.183333333,39,0.00915493,16,0.003755869
221,2012 04 17_Schia Prada_6a,It's almost here: &quot;Schiaparelli and Prada&quot; at the Met ,The Metropolitan Museum of Art (membership@metmuseum.org),4/18/12,1:57:01 PM,75274,11053,0.146836889,487,0.006469697,129,0.001713739
222,2012 04 17_Schia Prada_6b,It's almost here: &quot;Schiaparelli and Prada&quot; at the Met ,The Metropolitan Museum of Art (membership@metmuseum.org),4/18/12,1:49:44 PM,44058,6805,0.15445549,297,0.006741114,63,0.001429933
219,"2012 04 17_Schia Prada_1a, 2a",It's almost here: &quot;Schiaparelli and Prada&quot; at the Met ,The Metropolitan Museum of Art (membership@metmuseum.org),4/18/12,1:46:02 PM,27903,8175,0.29297925,405,0.014514568,19,0.00068093
214,"Impossible Conversations 1b, 2b",Members Advance Announcement,The Metropolitan Museum of Art (membership@metmuseum.org),3/9/12,4:23:13 PM,66886,30020,0.448823371,3771,0.056379511,30,0.000448524
213,"Impossible Conversations 1a, 2a",Members Advance Announcement,The Metropolitan Museum of Art (membership@metmuseum.org),3/9/12,4:14:58 PM,27408,11874,0.433231173,1352,0.049328663,13,0.000474314
215,Impossible Conversations 3,What's next from the Met's Costume Institute?,The Metropolitan Museum of Art (membership@metmuseum.org),3/9/12,4:10:27 PM,12182,4097,0.336315876,663,0.054424561,8,0.000656707
216,Impossible Conversations 4,What's next from the Met's Costume Institute?,The Metropolitan Museum of Art (development@metmuseum.org),3/9/12,4:07:57 PM,4430,946,0.213544018,67,0.015124153,11,0.00248307
201,"2011 12 31_Group 2 (Dear Friend, Low)",Last chance to give,"Emily K. Rafferty, Metropolitan Museum (development@metmuseum.org)",12/31/11,8:32:08 AM,248417,32007,0.128843839,1566,0.006303916,660,0.002656823
207,"2011 12 31_Group 1 (Dear Member, Low)",Last chance to give,"Emily K. Rafferty, Metropolitan Museum (development@metmuseum.org)",12/31/11,8:02:19 AM,61114,13144,0.215073469,351,0.005743365,119,0.001947181
209,"2011 12 31_Group 3 (Dear Member, Mid)",Last chance to give,"Emily K. Rafferty, Metropolitan Museum (development@metmuseum.org)",12/31/11,7:36:33 AM,20512,4514,0.220066303,125,0.006093994,23,0.001121295
210,"2011 12 31_Group 4 (Dear Friend, Mid)",Last chance to give,"Emily K. Rafferty, Metropolitan Museum (development@metmuseum.org)",12/31/11,7:20:06 AM,4260,823,0.193192488,44,0.010328638,22,0.005164319
203,"2011 12 30_Group 5 (Dear Member, High)",Last chance to give,"Emily K. Rafferty, Metropolitan Museum (membership@metmuseum.org)",12/31/11,7:18:41 AM,4160,1009,0.242548077,32,0.007692308,3,0.000721154
208,"2011 12 31_Group 6 (Dear Friend, High)",Last chance to give,"Emily K. Rafferty, Metropolitan Museum (membership@metmuseum.org)",12/31/11,7:16:36 AM,1387,298,0.214852199,12,0.008651766,4,0.002883922
211,MMR Test Email #4,Last chance to give,"Emily K. Rafferty, Metropolitan Museum (membership@metmuseum.org)",12/30/11,2:19:24 PM,5,5,1,9,1.8,0,0
206,AJR Test Email #3,Last chance to give,"Emily K. Rafferty, Metropolitan Museum (membership@metmuseum.org)",12/27/11,7:08:02 PM,5,3,0.6,3,0.6,0,0
205,AJR Test email #2,Last chance to give,"Emily K. Rafferty, Metropolitan Museum (membership@metmuseum.org)",12/27/11,6:35:12 PM,5,4,0.8,4,0.8,0,0
204,AJR Test Email,Last chance to give,"Emily K. Rafferty, Metropolitan Museum (membership@metmuseum.org)",12/27/11,5:51:56 PM,5,5,1,4,0.8,0,0
202,2011 12 20 Apology to Members - client recipients,Our sincerest apologies,The Metropolitan Museum of Art (membership@metmuseum.org),12/20/11,5:31:14 PM,5,4,0.8,0,0,1,0.2
200,2011 12 20 Apology to Members,Our sincerest apologies,The Metropolitan Museum of Art (membership@metmuseum.org),12/20/11,5:13:47 PM,4068,3069,0.754424779,16,0.003933137,8,0.001966568
192,2011 12 16 NonMember-Development-Dear Friend-NoAmt,A holiday message from Thomas P. Campbell,"Thomas P. Campbell, Metropolitan Museum (development@metmuseum.org)",12/16/11,12:18:28 PM,164579,28307,0.171996427,761,0.004623919,565,0.003433002
194,2011 12 16 NonMember-Development-Dear Friend-NoAmt-Join,A holiday message from Thomas P. Campbell,"Thomas P. Campbell, Metropolitan Museum (development@metmuseum.org)",12/16/11,11:44:06 AM,94646,18108,0.191323458,447,0.004722862,353,0.003729687
195,2011 12 16 Member-Membership-Dear Member-NoAmt,A holiday message from Thomas P. Campbell,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/16/11,11:40:01 AM,70891,21848,0.308191449,242,0.003413691,117,0.001650421
199,2011 12 16 Member-Development-Dear Friend-YesAmt,A holiday message from Thomas P. Campbell,"Thomas P. Campbell, Metropolitan Museum (development@metmuseum.org)",12/16/11,11:28:04 AM,25,10,0.4,0,0,0,0
198,2011 12 16 Member-Development-Dear Friend-NoAmt,A holiday message from Thomas P. Campbell,"Thomas P. Campbell, Metropolitan Museum (development@metmuseum.org)",12/16/11,11:27:29 AM,309,131,0.42394822,4,0.012944984,0,0
197,2011 12 16 Member-Membership-Dear Friend-NoAmt,A holiday message from Thomas P. Campbell,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/16/11,11:26:40 AM,2916,774,0.265432099,19,0.006515775,20,0.006858711
196,2011 12 16 Member-Membership-Dear Member-YesAmt,A holiday message from Thomas P. Campbell,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/16/11,11:26:23 AM,15187,4822,0.317508395,65,0.004279976,22,0.001448607
193,2011 12 16 NonMember-Development-Dear Friend-YesAmt,A holiday message from Thomas P. Campbell,"Thomas P. Campbell, Metropolitan Museum (development@metmuseum.org)",12/16/11,11:22:37 AM,172,23,0.13372093,2,0.011627907,1,0.005813953
191,2011 12 06 - Support - List 9 (part 2),How will you show your support?,The Metropolitan Museum of Art (membership@metmuseum.org),12/7/11,4:13:20 PM,56658,5435,0.095926436,627,0.011066398,130,0.002294469
189,2011 12 06 - Support - List 13,How will you show your support?,The Metropolitan Museum of Art (membership@metmuseum.org),12/7/11,4:07:06 PM,12921,1784,0.138069809,218,0.016871759,26,0.002012228
188,2011 12 06 - Support - List 10,How will you show your support?,The Metropolitan Museum of Art (membership@metmuseum.org),12/7/11,4:02:52 PM,12684,1213,0.095632293,105,0.008278146,37,0.002917061
190,2011 12 06 - Support - List 8,How will you show your support?,The Metropolitan Museum of Art (membership@metmuseum.org),12/7/11,4:02:36 PM,9651,859,0.089006321,92,0.009532691,42,0.004351881
187,2011 12 06 - Support - List 9,How will you show your support?,The Metropolitan Museum of Art (membership@metmuseum.org),12/7/11,3:22:35 PM,46768,3339,0.071394971,295,0.006307732,98,0.00209545
186,2011 12 06 - Support - List 7,How will you show your support?,The Metropolitan Museum of Art (membership@metmuseum.org),12/7/11,3:11:25 PM,4292,384,0.089468779,67,0.015610438,13,0.003028891
185,2011 12 06 - Support - List 5,How will you show your support?,The Metropolitan Museum of Art (membership@metmuseum.org),12/7/11,2:20:07 PM,51171,4201,0.082097282,324,0.006331711,114,0.002227824
183,2011 12 06 - Support - List 2,Tis the season to show your support,The Metropolitan Museum of Art (membership@metmuseum.org),12/7/11,2:13:29 PM,26401,4571,0.173137381,269,0.010189008,86,0.003257452
184,2011 12 06 - Support - List 3,Tis the season to show your support,The Metropolitan Museum of Art (membership@metmuseum.org),12/7/11,2:12:32 PM,335,66,0.197014925,4,0.011940299,0,0
180,2011 12 06 - Support - List 1,Tis the season to show your support,The Metropolitan Museum of Art (membership@metmuseum.org),12/7/11,2:10:05 PM,58724,9952,0.169470744,574,0.009774539,155,0.002639466
182,2011 12 06 - Support - List 4,'Tis the season to show your support ,The Metropolitan Museum of Art (membership@metmuseum.org),12/7/11,1:56:54 PM,24967,4398,0.176152521,343,0.013738134,115,0.00460608
179,2011 11 28_Gift Membership Kicker - List 8,Membership is the perfect gift,The Metropolitan Museum of Art (membership@metmuseum.org),11/28/11,4:20:55 PM,9726,1138,0.117005963,164,0.016862019,53,0.005449311
178,2011 11 25_Gift Membership Kicker - List 6,Membership is the perfect gift,The Metropolitan Museum of Art (membership@metmuseum.org),11/25/11,9:29:57 AM,445,106,0.238202247,1,0.002247191,0,0
177,2011 11 25_Gift Membership Kicker - List 5,Membership is the perfect gift,The Metropolitan Museum of Art (membership@metmuseum.org),11/25/11,9:24:11 AM,51621,4656,0.090195851,324,0.006276515,135,0.002615215
176,2011 11 25 - Membership kicker - List 4,Membership is the perfect gift,The Metropolitan Museum of Art (membership@metmuseum.org),11/25/11,9:19:34 AM,65811,5608,0.085213718,387,0.005880476,203,0.003084591
174,2011 11 25_Gift Membership Kicker - List 2,Membership is the perfect gift,The Metropolitan Museum of Art (membership@metmuseum.org),11/25/11,9:07:58 AM,25712,4660,0.181238332,137,0.005328251,55,0.002139079
175,2011 11 25_Gift Membership Kicker - List 3,Membership is the perfect gift,The Metropolitan Museum of Art (membership@metmuseum.org),11/25/11,9:07:56 AM,282,58,0.205673759,2,0.007092199,0,0
173,2011 11 25_Gift Membership Kicker - List 1,Membership is the perfect gift,The Metropolitan Museum of Art (membership@metmuseum.org),11/25/11,9:00:43 AM,57596,10085,0.175098965,330,0.005729565,95,0.00164942
171,2011 11 17 - Gift membership - List 10,Looking for the perfect holiday gift?,The Metropolitan Museum of Art (membership@metmuseum.org),11/17/11,2:14:35 PM,12803,1848,0.14434117,140,0.010934937,60,0.004686402
172,2011 11 17 - Gift membership - List 13,Looking for the perfect holiday gift?,The Metropolitan Museum of Art (membership@metmuseum.org),11/17/11,2:13:08 PM,12639,3043,0.240762719,271,0.02144157,61,0.004826331
170,2011 11 19 - Gift membership - List 9,Looking for the perfect holiday gift?,The Metropolitan Museum of Art (membership@metmuseum.org),11/17/11,2:04:22 PM,104051,11549,0.110993647,738,0.007092676,199,0.001912524
169,2011 11 17 - Gift Membership - List 8,Looking for the perfect holiday gift?,The Metropolitan Museum of Art (membership@metmuseum.org),11/17/11,1:08:13 PM,9917,1241,0.125138651,112,0.011293738,54,0.005445195
168,2011 11 17 - Gift membership - list 7,Looking for the perfect holiday gift?,The Metropolitan Museum of Art (membership@metmuseum.org),11/17/11,11:56:47 AM,4201,556,0.132349441,58,0.013806237,27,0.006427041
167,2011 11 17 - Gift membership - List 5,Looking for the perfect holiday gift?,The Metropolitan Museum of Art (membership@metmuseum.org),11/17/11,11:50:50 AM,51779,5839,0.112767724,399,0.007705827,167,0.003225246
166,2011 11 17 - Gift membership - 4,Looking for the perfect holiday gift?,The Metropolitan Museum of Art (membership@metmuseum.org),11/17/11,11:38:09 AM,66010,6733,0.101999697,399,0.006044539,207,0.003135889
165,2011 11 17 - gift membership - List 3,Looking for the perfect holiday gift?,The Metropolitan Museum of Art (membership@metmuseum.org),11/17/11,11:27:24 AM,283,70,0.247349823,0,0,1,0.003533569
164,2011 11 17 - gift membership - List 2 ,Looking for the perfect holiday gift?,The Metropolitan Museum of Art (membership@metmuseum.org),11/17/11,11:23:46 AM,25795,5491,0.212870711,149,0.005776313,34,0.001318085
163,2011 11 11 - gift membership - List 1,Looking for the perfect holiday gift?,The Metropolitan Museum of Art (membership@metmuseum.org),11/17/11,11:11:13 AM,57761,12233,0.2117865,333,0.005765136,80,0.001385018
160,2011 10 12_Grand Tour Thank You,Thank you for attending the Members Grand Tour,The Metropolitan Museum of Art (membership@metmuseum.org),10/16/11,11:01:39 AM,1050,563,0.536190476,396,0.377142857,2,0.001904762
161,2011 10 14_Apollo Reminder,Apollo Circle Benefit - Purchase Tickets Now and Save,The Metropolitan Museum of Art (Apollo.Circle@metmuseum.org),10/16/11,10:01:29 AM,4931,1382,0.280267694,331,0.067126344,11,0.002230785
159,2011 09 02_Apollo Invite,The Apollo Circle Benefit - Tickets on Sale Now,The Metropolitan Museum of Art (Apollo.Circle@metmuseum.org),9/22/11,12:27:51 PM,5011,1421,0.283576133,592,0.118140092,19,0.003791658
156,"2011 08 15_McQueen Close Out (Meerkat sign ups, no mailing)",Have you seen our latest visitor?,"Jennifer Russell, Metropolitan Museum (membership@metmuseum.org)",9/17/11,10:32:31 AM,1975,631,0.319493671,168,0.085063291,3,0.001518987
158,2011 09 08 - Last McQueen hotlist,Have you seen our latest visitor?,"Jennifer Russell, Metropolitan Museum (membership@metmuseum.org)",9/17/11,10:01:30 AM,2731,944,0.34566093,239,0.087513731,8,0.00292933
157,2011 09 02_Apollo Save the Date,Save the Date: The Eighth Annual Apollo Circle Benefit,The Metropolitan Museum of Art (Apollo.Circle@metmuseum.org),9/7/11,5:39:33 PM,5074,1528,0.301143082,31,0.006109578,14,0.002759164
155,2011 08 03_McQueen Launch (Send 16),Alexander McQueen: Channeling the Sublime,"Andrew Bolton, Metropolitan Museum (membership@metmuseum.org)",8/3/11,10:55:01 AM,1758,865,0.492036405,568,0.323094425,2,0.001137656
154,2011 08 03_McQueen Share (Send 15),Fashion Is Art,"Andrew Bolton, Metropolitan Museum (membership@metmuseum.org)",8/3/11,10:51:09 AM,1171,494,0.421861657,92,0.078565329,3,0.002561913
153,2011 08 03_McQueen Membership (Send 14),Skip the McQueen line,"Nina McN. Diefenbach, Metropolitan Museum (membership@metmuseum.org)",8/3/11,10:50:03 AM,1601,652,0.407245472,126,0.078700812,3,0.001873829
150,2011 07 27_McQueen Membership- GH pt. 2 (Send 13),Skip the McQueen line,"Nina McN. Diefenbach, Metropolitan Museum (membership@metmuseum.org)",7/30/11,10:01:22 AM,1506,478,0.317397078,51,0.033864542,6,0.003984064
149,2011 07 26_McQueen Membership (Send 12),Skip the McQueen line,"Nina McN. Diefenbach, Metropolitan Museum (membership@metmuseum.org)",7/28/11,10:01:23 AM,519,182,0.350674374,31,0.05973025,0,0
152,2011 07 27_McQueen Launch (Send 15),Alexander McQueen: Channeling the Sublime,"Andrew Bolton, Metropolitan Museum (membership@metmuseum.org)",7/27/11,10:29:34 AM,1173,619,0.527706735,356,0.303495311,2,0.00170503
151,2011 07 27_McQueen Share (Send 14),Fashion Is Art,"Andrew Bolton, Metropolitan Museum (membership@metmuseum.org)",7/27/11,10:09:58 AM,1644,699,0.425182482,129,0.078467153,4,0.00243309
147,2011 07 19_McQueen Membership (Send 11),Skip the McQueen line,"Nina McN. Diefenbach, Metropolitan Museum (membership@metmuseum.org)",7/23/11,10:01:30 AM,601,247,0.410981697,22,0.036605657,0,0
148,2011 07 19_McQueen Launch (Send 14),Alexander McQueen: Channeling the Sublime,"Andrew Bolton, Metropolitan Museum (membership@metmuseum.org)",7/19/11,10:12:14 AM,1649,850,0.515463918,486,0.294724075,2,0.001212856
146,2011 07 12_McQueen Membership Ads (Send 9),Skip the McQueen line,"Nina McN. Diefenbach, Metropolitan Museum (membership@metmuseum.org)",7/16/11,10:06:17 AM,332,108,0.325301205,18,0.054216867,2,0.006024096
142,2011 07 11_McQueen Membership (Send 10),Skip the McQueen line,"Nina McN. Diefenbach, Metropolitan Museum (membership@metmuseum.org)",7/16/11,10:01:19 AM,418,171,0.409090909,27,0.064593301,2,0.004784689
145,2011 07 12_McQueen Share - GH pt. 2 (Send 13),Fashion Is Art,"Andrew Bolton, Metropolitan Museum (membership@metmuseum.org)",7/12/11,10:53:37 AM,1551,462,0.29787234,52,0.033526757,7,0.004513217
144,2011 07 12_McQueen Share (Send 12),Fashion Is Art,"Andrew Bolton, Metropolitan Museum (membership@metmuseum.org)",7/12/11,10:52:43 AM,629,244,0.387917329,46,0.073131955,1,0.001589825
143,2011 07 12_McQueen Events (Send 11),Celebrating McQueen,"Harold Koda, Metropolitan Museum (membership@metmuseum.org)",7/12/11,10:52:05 AM,619,239,0.386106624,54,0.08723748,0,0
141,2011 07 06_McQueen Launch Guitar Heroes pt. 2 (Send 13),Alexander McQueen: Channeling the Sublime,The Metropolitan Museum of Art (membership@metmuseum.org),7/6/11,12:41:48 PM,1577,508,0.322130628,132,0.083703234,10,0.006341154
140,2011 07 06_McQueen Launch (Send 12),Alexander McQueen: Channeling the Sublime,"Andrew Bolton, Metropolitan Museum (membership@metmuseum.org)",7/6/11,12:07:55 PM,629,307,0.488076312,162,0.257551669,0,0
139,2011 07 06_McQueen Share (Send 11),Fashion Is Art,"Andrew Bolton, Metropolitan Museum (membership@metmuseum.org)",7/6/11,11:56:28 AM,623,254,0.407704655,48,0.077046549,2,0.003210273
138,2011 07 06_McQueen Events (Send 10),Celebrating McQueen,"Harold Koda, Metropolitan Museum (membership@metmuseum.org)",7/6/11,11:55:15 AM,441,193,0.437641723,42,0.095238095,1,0.002267574
137,2011 07 06_McQueen Events Ads (Send 9),Celebrating McQueen,"Harold Koda, Metropolitan Museum (membership@metmuseum.org)",7/6/11,11:54:02 AM,353,107,0.303116147,13,0.036827195,0,0
136,2011 06 28_McQueen Launch (Send 11),Alexander McQueen: Channeling the Sublime,"Andrew Bolton, Metropolitan Museum (membership@metmuseum.org)",6/29/11,12:47:34 PM,623,319,0.512038523,192,0.308186196,0,0
132,2011 06 27_Connections Appeal Kicker - Barbara,Last chance: Annual Appeal closes tomorrow,"The Metropolitan Museum, Barbara Dougherty (membership@metmuseum.org)",6/29/11,12:35:04 PM,71424,13570,0.189992159,369,0.005166331,68,0.000952061
135,2011 06 29_New Subscriber App (Send 14),Announcing the Met's first iTunes app,"Erin Coburn, Metropolitan Museum (membership@metmuseum.org)",6/29/11,12:30:44 PM,90,34,0.377777778,4,0.044444444,1,0.011111111
134,2011 06 29_New Subscriber App (Send 13),Announcing the Met's first iTunes app,"Erin Coburn, Metropolitan Museum (membership@metmuseum.org)",6/29/11,12:29:14 PM,137,39,0.284671533,7,0.051094891,1,0.00729927
133,2011 06 29_McQueen Membership (Send 8),Skip the McQueen line,"Nina McN. Diefenbach, Metropolitan Museum (membership@metmuseum.org)",6/29/11,12:24:25 PM,1003,374,0.372881356,53,0.052841476,3,0.002991027
